inspection_id,company,farm_id,farm_name,district,zone,tree_code,variety,planting_date,status,disease,severity,confidence,temperature,humidity,rainfall_mm,wind_speed,latitude,longitude,inspection_date
INSP01348,Công ty CP DakLak Premium Durian,FARM006,Ea H'leo Smart Farm,Đắk Lắk - Ea H'leo,Zone A,TREE-0950,Dona,2017-06-03,Monitoring,Stem Blight,Medium,92.92,30.6,57,4.4,18.4,12.838691,108.482418,2026-04-23T00:00:00
INSP01349,Công ty TNHH Tây Nguyên Fruits,FARM003,Cư M'gar Green Farm,Đắk Lắk - Cư M'gar,Zone D,TREE-0679,Dona,2015-06-23,Healthy,Healthy,None,83.88,27.5,93,36.1,19.4,12.98461,107.923418,2026-03-21T00:00:00
INSP01350,Công ty CP Cao Nguyên Harvest,FARM004,Krông Năng Orchard,Đắk Lắk - Krông Năng,Zone D,TREE-0169,Dona,2022-12-05,Monitoring,Fruit Rot,Low,82.42,26.9,77,42.1,3.1,13.042896,107.97601,2026-05-16T00:00:00
INSP01351,Công ty TNHH Nông nghiệp Đắk Lắk Xanh,FARM001,Krông Pắc Durian Farm,Đắk Lắk - Krông Pắc,Zone B,TREE-0353,Ri6,2018-03-08,Diseased,Anthracnose,Medium,99.23,26.6,68,109.1,3.0,12.605543,108.493225,2026-05-28T00:00:00
INSP01352,Công ty CP Smart Farm Tây Nguyên,FARM008,Cư Kuin AI Farm,Đắk Lắk - Cư Kuin,Zone E,TREE-0618,Monthong,2019-02-02,Healthy,Healthy,None,80.03,26.7,85,82.9,16.6,13.047199,108.02206,2026-06-29T00:00:00
INSP01353,Công ty CP DakLak Premium Durian,FARM006,Ea H'leo Smart Farm,Đắk Lắk - Ea H'leo,Zone D,TREE-0090,Monthong,2019-01-22,Healthy,Healthy,None,99.34,28.1,60,108.9,11.0,12.82138,108.311451,2026-02-03T00:00:00
INSP01354,Công ty TNHH AgriFuture Việt Nam,FARM007,Krông Ana Eco Farm,Đắk Lắk - Krông Ana,Zone B,TREE-0391,Ri6,2025-03-02,Monitoring,Canker,Low,89.78,24.0,61,42.5,16.9,13.076539,108.353622,2026-01-31T00:00:00
INSP01355,Công ty TNHH Nông nghiệp Bền Vững Đắk Lắk,FARM009,Buôn Đôn Organic Farm,Đắk Lắk - Buôn Đôn,Zone D,TREE-0683,Monthong,2018-02-07,Healthy,Healthy,None,92.54,34.0,71,64.1,5.2,12.781776,108.000304,2026-06-30T00:00:00
INSP01356,Công ty CP Smart Farm Tây Nguyên,FARM008,Cư Kuin AI Farm,Đắk Lắk - Cư Kuin,Zone B,TREE-0708,Dona,2019-11-22,Healthy,Healthy,None,82.82,24.1,87,2.0,2.1,12.9252,108.053756,2026-02-03T00:00:00
INSP01357,Công ty TNHH Tây Nguyên Fruits,FARM003,Cư M'gar Green Farm,Đắk Lắk - Cư M'gar,Zone B,TREE-0183,Monthong,2021-10-06,Monitoring,Yellow Leaf,Medium,88.06,26.9,94,119.1,6.8,12.760113,107.849309,2026-05-24T00:00:00
INSP01358,Công ty TNHH AgriFuture Việt Nam,FARM007,Krông Ana Eco Farm,Đắk Lắk - Krông Ana,Zone B,TREE-0069,Dona,2019-06-08,Diseased,Fruit Rot,Low,90.58,25.5,86,33.1,16.6,12.504419,108.469002,2026-06-12T00:00:00
INSP01359,Công ty CP Cao Nguyên Harvest,FARM004,Krông Năng Orchard,Đắk Lắk - Krông Năng,Zone C,TREE-0153,Ri6,2020-11-02,Healthy,Healthy,None,93.13,24.9,79,20.9,13.2,12.856103,108.086824,2026-02-01T00:00:00
INSP01360,Công ty TNHH AgriFuture Việt Nam,FARM007,Krông Ana Eco Farm,Đắk Lắk - Krông Ana,Zone C,TREE-0396,Ri6,2019-02-21,Diseased,Mealybug,High,85.51,28.2,78,38.2,11.4,13.059498,108.736783,2026-05-27T00:00:00
INSP01361,Công ty CP Durian Việt Agri,FARM002,Ea Kar Premium Farm,Đắk Lắk - Ea Kar,Zone C,TREE-0074,Ri6,2022-04-06,Healthy,Healthy,None,95.25,30.8,76,51.4,0.3,13.153342,107.891324,2026-01-23T00:00:00
INSP01362,Công ty TNHH AgriFuture Việt Nam,FARM007,Krông Ana Eco Farm,Đắk Lắk - Krông Ana,Zone E,TREE-0509,Ri6,2018-09-29,Healthy,Healthy,None,83.68,28.2,55,97.3,0.4,12.618109,108.776394,2026-06-01T00:00:00
INSP01363,Công ty TNHH Nông nghiệp Đắk Lắk Xanh,FARM001,Krông Pắc Durian Farm,Đắk Lắk - Krông Pắc,Zone A,TREE-0140,Monthong,2015-08-06,Diseased,Pink Disease,Low,82.98,23.0,67,68.6,15.0,12.800998,108.746635,2026-06-09T00:00:00
INSP01364,Công ty TNHH AgriFuture Việt Nam,FARM007,Krông Ana Eco Farm,Đắk Lắk - Krông Ana,Zone D,TREE-0416,Ri6,2024-05-18,Healthy,Healthy,None,99.0,28.2,59,19.8,9.8,12.838711,107.879903,2026-05-17T00:00:00
INSP01365,Công ty CP AI Agriculture Việt Nam,FARM010,Lắk Highland Farm,Đắk Lắk - Lắk,Zone D,TREE-0692,Monthong,2018-02-27,Healthy,Healthy,None,89.16,26.4,91,115.7,10.7,12.832608,108.344697,2026-02-03T00:00:00
INSP01366,Công ty CP DakLak Premium Durian,FARM006,Ea H'leo Smart Farm,Đắk Lắk - Ea H'leo,Zone B,TREE-0119,Monthong,2019-04-28,Diseased,Stem Blight,High,95.32,26.3,67,3.7,10.2,13.007557,108.378218,2026-06-13T00:00:00
INSP01367,Công ty CP DakLak Premium Durian,FARM006,Ea H'leo Smart Farm,Đắk Lắk - Ea H'leo,Zone A,TREE-0163,Ri6,2018-01-28,Healthy,Healthy,None,81.38,32.9,77,58.4,7.6,13.195231,108.36304,2026-03-01T00:00:00
INSP01368,Công ty CP Smart Farm Tây Nguyên,FARM008,Cư Kuin AI Farm,Đắk Lắk - Cư Kuin,Zone A,TREE-0002,Ri6,2020-05-16,Healthy,Healthy,None,99.27,28.0,74,37.1,13.3,12.804681,108.200914,2026-05-03T00:00:00
INSP01369,Công ty CP AI Agriculture Việt Nam,FARM010,Lắk Highland Farm,Đắk Lắk - Lắk,Zone C,TREE-0907,Dona,2024-01-17,Healthy,Healthy,None,88.35,24.6,77,51.2,19.8,12.679852,108.130626,2026-06-01T00:00:00
INSP01370,Công ty TNHH Nông nghiệp Đắk Lắk Xanh,FARM001,Krông Pắc Durian Farm,Đắk Lắk - Krông Pắc,Zone B,TREE-0482,Ri6,2023-02-14,Healthy,Healthy,None,91.72,27.0,72,67.8,12.3,13.17402,108.241379,2026-03-04T00:00:00
INSP01371,Công ty CP Durian Việt Agri,FARM002,Ea Kar Premium Farm,Đắk Lắk - Ea Kar,Zone D,TREE-0229,Ri6,2022-01-12,Healthy,Healthy,None,80.99,26.8,84,86.3,3.6,12.744835,107.961512,2026-02-05T00:00:00
INSP01372,Công ty TNHH Tây Nguyên Fruits,FARM003,Cư M'gar Green Farm,Đắk Lắk - Cư M'gar,Zone D,TREE-0307,Ri6,2024-05-18,Healthy,Healthy,None,81.56,26.1,73,109.9,12.4,12.891714,108.369917,2026-04-16T00:00:00
INSP01373,Công ty CP DakLak Premium Durian,FARM006,Ea H'leo Smart Farm,Đắk Lắk - Ea H'leo,Zone D,TREE-0254,Ri6,2022-10-29,Diseased,Stem Blight,Medium,95.0,33.4,73,89.4,6.1,12.680179,107.872994,2026-03-31T00:00:00
INSP01374,Công ty TNHH Green Durian Việt Nam,FARM005,Buôn Hồ Durian Farm,Đắk Lắk - Buôn Hồ,Zone E,TREE-0604,Ri6,2016-09-20,Healthy,Healthy,None,92.09,32.8,71,33.1,9.0,12.65849,108.680918,2026-04-12T00:00:00
INSP01375,Công ty TNHH AgriFuture Việt Nam,FARM007,Krông Ana Eco Farm,Đắk Lắk - Krông Ana,Zone E,TREE-0176,Ri6,2019-12-02,Healthy,Healthy,None,80.95,26.3,81,15.4,14.5,13.006482,108.018526,2026-01-05T00:00:00
INSP01376,Công ty CP AI Agriculture Việt Nam,FARM010,Lắk Highland Farm,Đắk Lắk - Lắk,Zone A,TREE-0256,Ri6,2025-12-16,Diseased,Canker,Low,99.85,31.9,83,15.5,13.8,12.5806,108.278737,2026-06-14T00:00:00
INSP01377,Công ty TNHH Nông nghiệp Đắk Lắk Xanh,FARM001,Krông Pắc Durian Farm,Đắk Lắk - Krông Pắc,Zone E,TREE-0357,Ri6,2024-09-28,Healthy,Healthy,None,92.54,32.2,78,40.4,16.0,12.592338,108.577746,2026-03-25T00:00:00
INSP01378,Công ty TNHH Nông nghiệp Đắk Lắk Xanh,FARM001,Krông Pắc Durian Farm,Đắk Lắk - Krông Pắc,Zone C,TREE-0581,Ri6,2019-06-26,Healthy,Healthy,None,86.06,34.1,64,86.8,4.5,12.538225,107.827386,2026-01-03T00:00:00
INSP01379,Công ty CP DakLak Premium Durian,FARM006,Ea H'leo Smart Farm,Đắk Lắk - Ea H'leo,Zone D,TREE-0342,Dona,2016-05-23,Monitoring,Canker,Medium,90.52,29.7,67,39.7,6.7,12.974279,108.271353,2026-02-04T00:00:00
INSP01380,Công ty TNHH Nông nghiệp Đắk Lắk Xanh,FARM001,Krông Pắc Durian Farm,Đắk Lắk - Krông Pắc,Zone A,TREE-0268,Monthong,2023-08-26,Monitoring,Stem Blight,High,85.94,25.4,75,47.6,4.4,12.550735,108.734549,2026-01-21T00:00:00
INSP01381,Công ty TNHH Nông nghiệp Bền Vững Đắk Lắk,FARM009,Buôn Đôn Organic Farm,Đắk Lắk - Buôn Đôn,Zone B,TREE-0196,Dona,2022-04-28,Diseased,Sooty Mold,Low,98.56,31.6,57,103.0,3.9,12.820264,107.983112,2026-01-13T00:00:00
INSP01382,Công ty TNHH AgriFuture Việt Nam,FARM007,Krông Ana Eco Farm,Đắk Lắk - Krông Ana,Zone C,TREE-0238,Monthong,2018-08-31,Healthy,Healthy,None,94.21,27.4,80,93.8,10.8,12.519614,108.352169,2026-06-17T00:00:00
INSP01383,Công ty CP DakLak Premium Durian,FARM006,Ea H'leo Smart Farm,Đắk Lắk - Ea H'leo,Zone E,TREE-0983,Ri6,2017-02-27,Diseased,Pink Disease,High,81.78,30.6,86,52.6,5.7,12.826071,107.988324,2026-05-26T00:00:00
INSP01384,Công ty TNHH Nông nghiệp Đắk Lắk Xanh,FARM001,Krông Pắc Durian Farm,Đắk Lắk - Krông Pắc,Zone B,TREE-0234,Monthong,2020-10-10,Monitoring,Mealybug,Medium,98.85,24.1,90,73.1,5.6,12.77359,107.981174,2026-02-23T00:00:00
INSP01385,Công ty CP DakLak Premium Durian,FARM006,Ea H'leo Smart Farm,Đắk Lắk - Ea H'leo,Zone E,TREE-0157,Monthong,2017-07-30,Healthy,Healthy,None,84.65,23.8,63,39.6,11.5,12.575465,108.004411,2026-02-20T00:00:00
INSP01386,Công ty TNHH Nông nghiệp Đắk Lắk Xanh,FARM001,Krông Pắc Durian Farm,Đắk Lắk - Krông Pắc,Zone C,TREE-0419,Monthong,2019-02-25,Healthy,Healthy,None,81.35,31.0,82,94.0,7.3,13.07105,108.23754,2026-01-06T00:00:00
INSP01387,Công ty TNHH AgriFuture Việt Nam,FARM007,Krông Ana Eco Farm,Đắk Lắk - Krông Ana,Zone C,TREE-0769,Dona,2017-03-09,Healthy,Healthy,None,84.96,31.7,66,33.4,7.4,12.539235,108.741562,2026-05-03T00:00:00
INSP01388,Công ty TNHH Tây Nguyên Fruits,FARM003,Cư M'gar Green Farm,Đắk Lắk - Cư M'gar,Zone C,TREE-0836,Monthong,2019-03-06,Healthy,Healthy,None,84.68,24.8,63,5.6,10.8,12.820917,108.746548,2026-05-29T00:00:00
INSP01389,Công ty CP AI Agriculture Việt Nam,FARM010,Lắk Highland Farm,Đắk Lắk - Lắk,Zone B,TREE-0981,Ri6,2014-05-15,Healthy,Healthy,None,95.86,25.8,78,7.0,16.3,13.005549,108.716292,2026-01-24T00:00:00
INSP01390,Công ty TNHH Green Durian Việt Nam,FARM005,Buôn Hồ Durian Farm,Đắk Lắk - Buôn Hồ,Zone D,TREE-0329,Dona,2024-05-17,Diseased,Mealybug,Medium,82.11,32.2,93,112.3,3.7,12.684597,108.186317,2026-01-27T00:00:00
INSP01391,Công ty TNHH Nông nghiệp Bền Vững Đắk Lắk,FARM009,Buôn Đôn Organic Farm,Đắk Lắk - Buôn Đôn,Zone B,TREE-0808,Monthong,2019-02-06,Diseased,Pink Disease,High,82.95,28.6,59,21.6,6.3,12.528072,108.755785,2026-05-18T00:00:00
INSP01392,Công ty CP DakLak Premium Durian,FARM006,Ea H'leo Smart Farm,Đắk Lắk - Ea H'leo,Zone C,TREE-0937,Monthong,2022-08-23,Diseased,Anthracnose,High,82.93,25.2,70,75.3,9.0,13.038595,107.876309,2026-04-11T00:00:00
INSP01393,Công ty TNHH Tây Nguyên Fruits,FARM003,Cư M'gar Green Farm,Đắk Lắk - Cư M'gar,Zone A,TREE-0123,Monthong,2016-03-27,Healthy,Healthy,None,99.22,22.5,77,117.9,11.1,13.06514,108.542747,2026-02-03T00:00:00
INSP01394,Công ty TNHH Nông nghiệp Đắk Lắk Xanh,FARM001,Krông Pắc Durian Farm,Đắk Lắk - Krông Pắc,Zone C,TREE-0711,Ri6,2015-08-29,Diseased,Pink Disease,High,98.56,29.8,77,12.4,19.4,12.932075,108.494445,2026-04-27T00:00:00
INSP01395,Công ty TNHH Tây Nguyên Fruits,FARM003,Cư M'gar Green Farm,Đắk Lắk - Cư M'gar,Zone B,TREE-0180,Ri6,2021-02-20,Healthy,Healthy,None,89.8,27.0,71,30.0,11.2,12.627252,107.821464,2026-01-29T00:00:00
INSP01396,Công ty TNHH Green Durian Việt Nam,FARM005,Buôn Hồ Durian Farm,Đắk Lắk - Buôn Hồ,Zone B,TREE-0386,Monthong,2017-05-10,Healthy,Healthy,None,93.63,25.4,96,45.9,19.2,13.13614,108.540038,2026-02-06T00:00:00
INSP01397,Công ty TNHH Nông nghiệp Đắk Lắk Xanh,FARM001,Krông Pắc Durian Farm,Đắk Lắk - Krông Pắc,Zone C,TREE-0454,Dona,2018-05-21,Diseased,Yellow Leaf,Low,86.06,32.9,86,61.0,11.6,12.731416,108.070962,2026-02-21T00:00:00
INSP01398,Công ty TNHH Nông nghiệp Đắk Lắk Xanh,FARM001,Krông Pắc Durian Farm,Đắk Lắk - Krông Pắc,Zone E,TREE-0701,Ri6,2017-09-23,Diseased,Pink Disease,High,95.25,26.1,83,59.6,12.5,13.132642,108.197261,2026-01-03T00:00:00
INSP01399,Công ty CP Cao Nguyên Harvest,FARM004,Krông Năng Orchard,Đắk Lắk - Krông Năng,Zone B,TREE-0275,Ri6,2017-08-03,Diseased,Anthracnose,Medium,89.44,32.3,65,109.4,11.3,12.512276,107.880553,2026-06-03T00:00:00
INSP01400,Công ty TNHH AgriFuture Việt Nam,FARM007,Krông Ana Eco Farm,Đắk Lắk - Krông Ana,Zone E,TREE-0138,Ri6,2021-11-01,Healthy,Healthy,None,87.34,31.4,65,18.1,5.7,12.549935,108.724061,2026-05-19T00:00:00
INSP01401,Công ty TNHH AgriFuture Việt Nam,FARM007,Krông Ana Eco Farm,Đắk Lắk - Krông Ana,Zone C,TREE-0324,Monthong,2018-11-24,Healthy,Healthy,None,93.95,27.2,82,29.3,13.4,13.068655,108.445753,2026-01-11T00:00:00
INSP01402,Công ty TNHH Tây Nguyên Fruits,FARM003,Cư M'gar Green Farm,Đắk Lắk - Cư M'gar,Zone A,TREE-0442,Ri6,2020-08-27,Monitoring,Canker,Medium,93.2,30.1,56,77.6,11.0,12.567967,108.004763,2026-06-20T00:00:00
INSP01403,Công ty CP Durian Việt Agri,FARM002,Ea Kar Premium Farm,Đắk Lắk - Ea Kar,Zone A,TREE-0045,Ri6,2019-01-02,Healthy,Healthy,None,90.64,33.1,65,7.7,12.8,12.623746,107.95184,2026-06-17T00:00:00
INSP01404,Công ty TNHH Tây Nguyên Fruits,FARM003,Cư M'gar Green Farm,Đắk Lắk - Cư M'gar,Zone C,TREE-0552,Ri6,2015-09-17,Monitoring,Anthracnose,Medium,90.81,29.0,80,35.8,0.2,13.034503,107.909735,2026-04-06T00:00:00
INSP01405,Công ty CP DakLak Premium Durian,FARM006,Ea H'leo Smart Farm,Đắk Lắk - Ea H'leo,Zone D,TREE-0317,Dona,2019-11-18,Healthy,Healthy,None,94.93,32.9,55,5.1,7.8,12.899012,108.302476,2026-05-23T00:00:00
INSP01406,Công ty CP Smart Farm Tây Nguyên,FARM008,Cư Kuin AI Farm,Đắk Lắk - Cư Kuin,Zone B,TREE-0852,Ri6,2023-12-02,Healthy,Healthy,None,86.51,31.6,79,76.5,5.6,13.109151,108.548934,2026-06-13T00:00:00
INSP01407,Công ty CP Durian Việt Agri,FARM002,Ea Kar Premium Farm,Đắk Lắk - Ea Kar,Zone B,TREE-0115,Monthong,2023-10-07,Healthy,Healthy,None,94.23,27.7,64,21.5,3.9,12.511975,108.490177,2026-02-03T00:00:00
INSP01408,Công ty TNHH Nông nghiệp Đắk Lắk Xanh,FARM001,Krông Pắc Durian Farm,Đắk Lắk - Krông Pắc,Zone E,TREE-0223,Monthong,2020-05-18,Healthy,Healthy,None,82.24,31.5,87,110.0,11.4,13.103311,108.665841,2026-02-11T00:00:00
INSP01409,Công ty CP Durian Việt Agri,FARM002,Ea Kar Premium Farm,Đắk Lắk - Ea Kar,Zone D,TREE-0603,Monthong,2024-07-25,Healthy,Healthy,None,99.44,25.6,88,11.6,3.2,12.988816,107.910894,2026-06-07T00:00:00
INSP01410,Công ty TNHH Nông nghiệp Bền Vững Đắk Lắk,FARM009,Buôn Đôn Organic Farm,Đắk Lắk - Buôn Đôn,Zone D,TREE-0433,Ri6,2014-06-13,Healthy,Healthy,None,94.68,31.7,55,7.5,7.0,12.637696,107.961294,2026-01-15T00:00:00
INSP01411,Công ty CP DakLak Premium Durian,FARM006,Ea H'leo Smart Farm,Đắk Lắk - Ea H'leo,Zone A,TREE-0004,Ri6,2018-05-04,Healthy,Healthy,None,80.92,32.5,72,29.3,10.6,12.66446,108.509784,2026-05-20T00:00:00
INSP01412,Công ty CP DakLak Premium Durian,FARM006,Ea H'leo Smart Farm,Đắk Lắk - Ea H'leo,Zone E,TREE-0786,Monthong,2017-08-18,Monitoring,Mealybug,Low,88.98,28.9,82,19.7,9.1,12.805303,108.044066,2026-04-17T00:00:00
INSP01413,Công ty CP Cao Nguyên Harvest,FARM004,Krông Năng Orchard,Đắk Lắk - Krông Năng,Zone E,TREE-0625,Dona,2017-12-23,Monitoring,Yellow Leaf,High,95.71,34.5,68,97.7,8.2,13.022889,108.305658,2026-05-23T00:00:00
INSP01414,Công ty CP Durian Việt Agri,FARM002,Ea Kar Premium Farm,Đắk Lắk - Ea Kar,Zone A,TREE-0254,Ri6,2023-01-11,Healthy,Healthy,None,86.06,32.1,55,116.8,3.8,12.964677,108.591102,2026-02-15T00:00:00
INSP01415,Công ty CP Cao Nguyên Harvest,FARM004,Krông Năng Orchard,Đắk Lắk - Krông Năng,Zone E,TREE-0870,Monthong,2019-01-23,Healthy,Healthy,None,99.32,26.5,66,55.3,12.0,13.099297,108.328355,2026-06-05T00:00:00
INSP01416,Công ty CP DakLak Premium Durian,FARM006,Ea H'leo Smart Farm,Đắk Lắk - Ea H'leo,Zone D,TREE-0395,Ri6,2014-06-12,Diseased,Stem Cracking Gummosis,Low,88.41,30.2,78,99.1,3.3,12.944363,108.734332,2026-04-14T00:00:00
INSP01417,Công ty TNHH Nông nghiệp Bền Vững Đắk Lắk,FARM009,Buôn Đôn Organic Farm,Đắk Lắk - Buôn Đôn,Zone A,TREE-0637,Ri6,2016-04-02,Monitoring,Fruit Rot,High,88.85,27.3,84,110.2,13.9,12.74664,108.393421,2026-06-17T00:00:00
INSP01418,Công ty CP AI Agriculture Việt Nam,FARM010,Lắk Highland Farm,Đắk Lắk - Lắk,Zone C,TREE-0359,Monthong,2025-12-17,Healthy,Healthy,None,83.55,30.8,64,84.2,7.5,12.987152,108.621975,2026-06-14T00:00:00
INSP01419,Công ty TNHH Nông nghiệp Bền Vững Đắk Lắk,FARM009,Buôn Đôn Organic Farm,Đắk Lắk - Buôn Đôn,Zone C,TREE-0589,Dona,2022-08-16,Healthy,Healthy,None,82.75,27.8,74,74.0,11.9,13.123776,107.962508,2026-02-13T00:00:00
INSP01420,Công ty CP DakLak Premium Durian,FARM006,Ea H'leo Smart Farm,Đắk Lắk - Ea H'leo,Zone D,TREE-0644,Monthong,2019-01-06,Healthy,Healthy,None,95.2,31.6,63,69.5,12.2,12.811536,108.427402,2026-06-04T00:00:00
INSP01421,Công ty TNHH Tây Nguyên Fruits,FARM003,Cư M'gar Green Farm,Đắk Lắk - Cư M'gar,Zone C,TREE-0065,Monthong,2023-03-30,Healthy,Healthy,None,91.42,27.2,56,67.5,11.1,12.916702,108.106994,2026-04-19T00:00:00
INSP01422,Công ty CP Smart Farm Tây Nguyên,FARM008,Cư Kuin AI Farm,Đắk Lắk - Cư Kuin,Zone E,TREE-0872,Monthong,2019-09-20,Healthy,Healthy,None,88.07,23.0,87,23.2,12.2,12.852848,108.102269,2026-05-24T00:00:00
INSP01423,Công ty TNHH AgriFuture Việt Nam,FARM007,Krông Ana Eco Farm,Đắk Lắk - Krông Ana,Zone D,TREE-0532,Dona,2024-05-13,Healthy,Healthy,None,86.83,27.2,92,64.4,10.7,13.198069,108.092967,2026-03-04T00:00:00
INSP01424,Công ty CP AI Agriculture Việt Nam,FARM010,Lắk Highland Farm,Đắk Lắk - Lắk,Zone C,TREE-0011,Monthong,2025-12-21,Healthy,Healthy,None,83.32,30.3,80,105.1,6.5,12.619631,108.635694,2026-01-08T00:00:00
INSP01425,Công ty TNHH Nông nghiệp Đắk Lắk Xanh,FARM001,Krông Pắc Durian Farm,Đắk Lắk - Krông Pắc,Zone D,TREE-0041,Ri6,2017-09-05,Healthy,Healthy,None,85.77,29.8,58,2.2,10.9,12.689392,108.633564,2026-04-13T00:00:00
INSP01426,Công ty CP DakLak Premium Durian,FARM006,Ea H'leo Smart Farm,Đắk Lắk - Ea H'leo,Zone E,TREE-0899,Monthong,2025-08-31,Monitoring,Canker,High,83.78,30.7,57,39.6,6.1,13.070362,108.351065,2026-01-27T00:00:00
INSP01427,Công ty CP AI Agriculture Việt Nam,FARM010,Lắk Highland Farm,Đắk Lắk - Lắk,Zone E,TREE-0356,Ri6,2024-08-16,Monitoring,Mealybug,Low,80.29,34.0,83,94.6,18.3,12.53307,108.012854,2026-03-09T00:00:00
INSP01428,Công ty CP DakLak Premium Durian,FARM006,Ea H'leo Smart Farm,Đắk Lắk - Ea H'leo,Zone E,TREE-0910,Dona,2022-10-03,Healthy,Healthy,None,91.87,30.4,56,109.3,19.0,12.771182,107.897091,2026-06-23T00:00:00
INSP01429,Công ty TNHH Green Durian Việt Nam,FARM005,Buôn Hồ Durian Farm,Đắk Lắk - Buôn Hồ,Zone D,TREE-0460,Monthong,2018-04-19,Diseased,Yellow Leaf,High,95.15,33.9,56,78.4,10.6,12.613397,108.678187,2026-04-23T00:00:00
INSP01430,Công ty TNHH Nông nghiệp Đắk Lắk Xanh,FARM001,Krông Pắc Durian Farm,Đắk Lắk - Krông Pắc,Zone B,TREE-0438,Ri6,2014-09-13,Healthy,Healthy,None,93.69,22.6,72,110.3,6.1,13.17825,107.931527,2026-01-29T00:00:00
INSP01431,Công ty CP AI Agriculture Việt Nam,FARM010,Lắk Highland Farm,Đắk Lắk - Lắk,Zone C,TREE-0978,Ri6,2014-12-21,Healthy,Healthy,None,97.96,27.2,78,19.8,18.8,12.764481,108.587397,2026-04-11T00:00:00
INSP01432,Công ty TNHH Tây Nguyên Fruits,FARM003,Cư M'gar Green Farm,Đắk Lắk - Cư M'gar,Zone D,TREE-0141,Ri6,2016-08-15,Diseased,Stem Blight,Medium,95.29,24.4,66,15.0,0.2,12.665138,108.73187,2026-03-24T00:00:00
INSP01433,Công ty TNHH Green Durian Việt Nam,FARM005,Buôn Hồ Durian Farm,Đắk Lắk - Buôn Hồ,Zone C,TREE-0492,Dona,2023-11-11,Healthy,Healthy,None,86.04,25.8,75,44.7,4.5,12.805951,107.970722,2026-01-08T00:00:00
INSP01434,Công ty CP Cao Nguyên Harvest,FARM004,Krông Năng Orchard,Đắk Lắk - Krông Năng,Zone D,TREE-0851,Ri6,2025-12-26,Healthy,Healthy,None,82.73,26.3,77,26.2,3.3,13.08023,108.699471,2026-02-27T00:00:00
INSP01435,Công ty TNHH Nông nghiệp Đắk Lắk Xanh,FARM001,Krông Pắc Durian Farm,Đắk Lắk - Krông Pắc,Zone B,TREE-0970,Ri6,2014-01-28,Healthy,Healthy,None,97.29,34.1,85,28.4,15.6,12.60023,108.769911,2026-03-05T00:00:00
INSP01436,Công ty CP Smart Farm Tây Nguyên,FARM008,Cư Kuin AI Farm,Đắk Lắk - Cư Kuin,Zone E,TREE-0355,Monthong,2017-07-10,Monitoring,Canker,High,93.43,29.2,65,21.7,13.4,12.619218,108.641698,2026-04-19T00:00:00
INSP01437,Công ty TNHH Tây Nguyên Fruits,FARM003,Cư M'gar Green Farm,Đắk Lắk - Cư M'gar,Zone E,TREE-0336,Monthong,2021-01-05,Healthy,Healthy,None,92.24,27.8,58,40.3,1.0,13.096176,107.847164,2026-01-26T00:00:00
INSP01438,Công ty TNHH Green Durian Việt Nam,FARM005,Buôn Hồ Durian Farm,Đắk Lắk - Buôn Hồ,Zone C,TREE-0276,Monthong,2016-01-30,Healthy,Healthy,None,95.22,30.3,77,92.7,6.0,13.111692,108.5318,2026-03-08T00:00:00
INSP01439,Công ty TNHH Green Durian Việt Nam,FARM005,Buôn Hồ Durian Farm,Đắk Lắk - Buôn Hồ,Zone E,TREE-0308,Monthong,2016-07-07,Healthy,Healthy,None,99.5,28.0,71,34.7,18.0,12.642222,108.13337,2026-04-29T00:00:00
INSP01440,Công ty CP Smart Farm Tây Nguyên,FARM008,Cư Kuin AI Farm,Đắk Lắk - Cư Kuin,Zone B,TREE-0128,Monthong,2025-06-14,Healthy,Healthy,None,88.38,33.4,59,82.6,4.8,12.951017,108.718444,2026-05-17T00:00:00
INSP01441,Công ty TNHH Tây Nguyên Fruits,FARM003,Cư M'gar Green Farm,Đắk Lắk - Cư M'gar,Zone E,TREE-0548,Dona,2023-07-31,Healthy,Healthy,None,96.16,29.2,77,95.3,9.6,12.832652,107.809643,2026-01-10T00:00:00
INSP01442,Công ty TNHH Nông nghiệp Bền Vững Đắk Lắk,FARM009,Buôn Đôn Organic Farm,Đắk Lắk - Buôn Đôn,Zone A,TREE-0321,Ri6,2023-10-02,Healthy,Healthy,None,88.86,26.0,75,99.8,4.3,12.729206,108.026426,2026-02-17T00:00:00
INSP01443,Công ty TNHH Nông nghiệp Bền Vững Đắk Lắk,FARM009,Buôn Đôn Organic Farm,Đắk Lắk - Buôn Đôn,Zone A,TREE-0365,Ri6,2015-02-14,Healthy,Healthy,None,89.52,25.8,79,59.6,14.7,12.809885,108.1789,2026-01-26T00:00:00
INSP01444,Công ty TNHH Tây Nguyên Fruits,FARM003,Cư M'gar Green Farm,Đắk Lắk - Cư M'gar,Zone B,TREE-0215,Dona,2022-12-01,Diseased,Stem Blight,Low,91.69,29.5,79,75.5,8.6,13.180168,108.141455,2026-05-31T00:00:00
INSP01445,Công ty CP AI Agriculture Việt Nam,FARM010,Lắk Highland Farm,Đắk Lắk - Lắk,Zone A,TREE-0546,Monthong,2014-08-26,Healthy,Healthy,None,86.77,25.0,56,63.8,4.7,13.151787,108.50887,2026-06-26T00:00:00
